"SongID","F0525","F1152","ORIGINAL-TEXTURE-Musical Layers (Mean)","F1166","F0133","F0136","F0507","ORIGINAL-TEXTURE-Musical Layers (Std)","F0404","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Mean)","F0945","F1151","F1497","F0529","ORIGINAL-TEXTURE-State Transitions ML1 -> ML0 (Per Sec)","F0151","F1194","F0121","F0927","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Std)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Higher Notes Coverage (C4+)","F0438","F1489","F0247","F0021","F0246","F1089","F0469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Max)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Kurtosis)","F0772","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Kurtosis)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato to Non Vibrato Notes Ratio","F0909","F1071","F0466","F1077","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Min)","F0010","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Kurtosis)","F0437","F0013","F0526","VOICE-TEXTURE-State Transitions ML0 -> ML1 (Per Sec)","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Rate (Std)","F0778","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Base Freq (Std)","F0109","F1550","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Extent (Kurtosis)","ORIGINAL-TEXTURE-Musical Layers (Max)","F1065","ORIGINAL-TEXTURE-ML1-Monophonic Texture (Percentage)","F0946","F1475","F0113","F0753","F1053","F0407","F1059","F0110","ORIGINAL-TEXTURE-State Transitions ML2 -> ML3 (Per Sec)","F0770","F1441","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Direction (Up)","F0958","F0911","F0406","F0917","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Length (Skewness)","ORIGINAL-EXPRESSIVE_TECHNIQUES-ART-Other Notes Duration (Mean)","F0155","F0891","ORIGINAL-TEXTURE-State Transitions ML1 -> ML2 (Per Sec)","F1537","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Extent (Std)","F0116","F1483","F1096","F0776","ORIGINAL-EXPRESSIVE_TECHNIQUES-Tremolo Notes in Cents (Min)","F1419","F1090","F1486","F1469","ORIGINAL-EXPRESSIVE_TECHNIQUES-Vibrato Higher Notes Coverage (C4+)","F1455","ORIGINAL-VAT-Probability of Creaky Voice (Skewness)","F0897","F0251","F1574","F0011","F0905","F0899","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Length (Std)","F0328","F1101","F0782","F0923","ORIGINAL-EXPRESSIVE_TECHNIQUES-Glissando Slope (Std)","Quadrant"
"MT0015962332",3.3679,33.079,1.749,796190,0.73351,4.5289,0.26651,0.83488,0.2769,5153,0.38768,18.229,0.99562,9.1604,0.65213,0.070595,4.1337,759.88,0.43224,16.814,0.52488,1.0484,0.20087,0.058749,4.2466,0.37102,5.4989,0.33357,6342.5,1.9237,0.055622,2.3184,0.076923,0.3889,4.2891,0.1149,4.4565,4425.3,151.36,1.0465,4.5598,1388.4,1.613,2.1285,0.84114,0.056592,362.5,0.15881,0.29321,2.188,5,3.9312,0.36581,0.17839,0.1012,0.078764,0.17434,3.8786,1.2279,3.7358,0.24065,2.0594,0.3047,-1.3353,0,0.17069,0.28732,2.9443,-0.027735,0.021027,0.27775,0.45727,0.48604,3.2263,0.0040092,178.62,0.62284,3.111,3.1427,0.40376,4576.5,0.24842,2.3115,1.9064,-0.10154,0.7037,-0.50562,-0.66116,0.456,0.1745,-1.3408,1.578,0.074351,0.025212,0.048764,0.65672,5.3668,0.51734,-0.10077,933.36,"Q2"
"MT0015971175",5.2135,25.149,2.5914,497630,0.67364,3.8458,0.14861,1.115,0.099485,5083.6,0.42323,13.705,0.81696,9.5326,0.20594,0.050774,2.7826,579.83,0.39754,13.29,0.26354,0.79025,0.16904,0.041514,4.1085,0.43143,5.0312,0.54116,5927,1.4525,0.056697,1.6416,0.12245,0.45058,4.6206,0.069905,4.5512,4096,167.83,1.6825,4.6156,1963.9,1.5755,1.7852,1.0352,0.053112,671.34,0.12396,0.24694,1.5167,7,4.5797,0.14206,0.16078,0.065602,0.12393,0.18724,3.4954,1.3976,3.866,0.66494,2.5742,0.26979,-0.78647,0.28571,0.18592,0.15479,3.0108,0.56971,0.33195,0.28783,0.6326,0.49886,1.7161,0.0035934,114.17,1.0839,1.5517,2.3518,0.41328,4522.8,0.19304,2.0048,1.836,-0.76658,0.27457,-0.16763,-1.8543,0.45498,0.25001,-1.1596,3.5355,0.22021,0.18773,0.044947,0.80995,6.3602,0.57227,0.71294,1221.8,"Q2"
"MT0016743722",3.3198,28.76,1.673,343730,0.53999,3.3918,0.40082,1.0368,0.42194,5242.4,0.49379,15.854,1.1018,6.6028,1.1326,0.062276,6.2867,523.72,0.46617,0,0.40733,0.57125,0.14959,0.045226,2.2787,0.40613,4.5052,0.2588,6087.7,0,0.038372,0,0.028571,0.48475,4.1676,0.049921,4.2207,4961.7,185.67,0,4.6974,2029,1.2844,2.3002,0,0.042675,0,0.11551,0.36095,0,5,3.7788,0.38912,0.13946,0.099621,0.12544,0.13654,3.3668,1.187,3.6945,0.2963,1.8534,0.29072,-0.22288,0.5,0.18029,0.10739,3.3574,0.0059572,0,0.18755,0.53279,0.50854,2.3339,0,165.84,1.8365,2.4785,2.0574,0.46181,4617.5,0.18081,1.7513,1.451,-0.79716,1,0.026041,-0.68114,0.49378,0.2401,-1.0729,3.2062,-0.067768,-0.024359,0.066837,0.65271,5.8584,0.64879,-0.058448,1680.6,"Q2"
"MT0016887233",7.9654,-4.0599,2.5925,143250,0.75971,5.5228,0.061364,1.3804,0.036947,4994.2,0.25446,-5.3752,1.6653,13.441,0.10297,0.039331,5.9186,258.17,0.21934,13.292,0.2092,1.4761,0.19994,0.058788,1.1739,0.30708,6.8024,0.61585,5617.1,4.691,0.08063,1.6814,0.48276,0.34147,5.9406,0.064231,5.7375,4301.9,89.042,5.2036,6.3615,614.31,1.6111,0.85828,0.88551,0.048883,417.44,0.082931,0.35162,2.0603,7,5.0168,0.27635,0.1807,0.052678,0.046317,0.13006,3.9068,0.98792,4.2659,0.69199,0.78942,0.28523,-0.076802,0.5,0.16669,0.51222,2.5816,0.78693,1.733,0.76207,0.52786,0.4396,0.7551,0,71.111,1.9033,0.97381,3.1517,0.30528,4091.7,0.13288,2.5557,1.2078,-0.45894,0.55502,-0.04651,0.28013,0.35684,0.18046,-0.53145,0.52758,0.41087,0.49045,0.027083,0.75018,12.119,0.56266,0.76507,1194.8,"Q4"
"MT0016897938",7.7349,0.18532,3.0578,260580,0.67711,4.133,0.11227,1.4308,0.055966,4465.2,0.31077,-0.16648,0.74476,11.33,0.034323,0.043583,3.1473,432.06,0.38454,19.454,0.035804,1.2372,0.14981,0.056162,1.7608,0.29633,6.4584,0.65299,5077.5,1.7775,0.066712,3.4356,0.30769,0.31726,4.5187,0.076876,5.479,3883.6,87.786,6.7765,5.3167,558.36,1.4644,0.75529,0.56539,0.051188,302.94,0.098807,0.30284,1.3016,8,4.5961,0.14306,0.16524,0.097021,0.11483,0.17029,4.1916,1.0452,4.1379,1.9125,1.167,0.28387,-0.41341,0.6,0.15839,0.62545,2.1339,0.46666,2.2057,0.86301,0.6323,0.44004,0.58349,0.003656,51.609,1.1831,1.7081,2.8124,0.3602,3879.1,0.15417,2.4822,1.1031,-0.89193,0.1322,0.5231,0.095005,0.41766,0.17961,-0.89404,0.032411,0.56943,0.19713,0.026283,0.67428,10.844,0.57247,0.6319,1244.1,"Q4"
"MT0016932218",4.8875,18.87,2.2763,347910,0.8142,5.8255,0.11536,1.1983,0.11889,5147.5,0.24293,6.9902,1.5373,9.0733,0.37755,0.061478,5.0596,572.13,0.24447,16.444,0.4013,1.036,0.34266,0.06819,2.3132,0.35024,7.1572,0.41608,5916.4,3.7983,0.069846,2.1602,0.18966,0.30023,5.7852,0.079556,5.9526,4388.5,120.03,2.4936,5.2825,735.44,1.4849,1.3389,0.63088,0.054215,434.64,0.12853,0.28326,3.0507,6,5.1171,0.30086,0.18932,0.072935,0.048591,0.15005,4.1144,1.1481,4.5436,0.50946,1.6818,0.24477,-0.099533,0.7619,0.17689,0.64278,3.1494,0.86194,0.67052,0.42106,0.51397,0.4112,1.5788,0.0029584,87.128,1.2853,1.2742,3.7394,0.35015,4174.9,0.19259,3.0197,2.5783,-0.7793,0.65553,-0.10946,-1.2974,0.33009,0.18148,-0.78389,0.74891,0.54494,0.63774,0.1058,0.80093,8.1769,0.55835,0.94114,1747.3,"Q4"
"MT0016972827",5.2514,25.093,2.0418,415220,0.40856,3.6844,0.096746,0.94247,0.060997,4159.3,0.41125,15.608,0.50074,8.5599,0.27458,0.03591,3.6829,247.42,0.51921,15.468,0.011319,0.72629,0.17906,0.031518,4.0395,0.44675,5.6138,0.36203,5296.9,4.0474,0.041053,4.5436,0.15556,0.56684,3.8236,0.055304,4.1593,4097.9,121.36,2.2389,4.2056,1363.1,0.90718,1.0643,1.0173,0.027364,145.98,0.073356,0.2889,2.3985,5,3.9291,0.29109,0.14922,0.10613,0.12791,0.15075,2.9182,0.76341,3.3497,-0.36193,1.5788,0.31065,-1.6352,0.25,0.17538,-0.15693,2.4519,-0.12603,0.60359,0.38536,0.63731,0.56631,2.0937,0.0071211,237.79,1.0266,1.522,2.1061,0.45819,3299,0.098511,2.2645,1.6479,-3.5802,0,-0.30193,-0.49069,0.56041,0.30629,-1.4993,2.9585,-0.22145,-0.096027,0.05135,0.64515,6.2734,0.61839,-0.23499,1896.1,"Q1"
"MT0017475710",2.9991,30.683,1.5397,1362700,0.19161,2.8284,0.2425,0.79842,0.04343,5912.4,0.51653,16.363,-0.82334,7.3721,0.37755,0.017971,1.2776,199.67,0.52112,0,0.42232,0.48483,0.069509,0.023704,3.418,0.45861,4.5433,0.21039,6696.9,0,0.030734,0,0,0.57719,3.8225,0.054204,3.991,0,89.443,0,4.0943,653.27,0.69612,0.89261,0,0.022766,0,0.066219,0.22141,0,4,3.5372,0.39271,0.13117,0.14837,0.21533,0.20796,2.8771,0.58161,3.1179,-0.53383,0.89239,0.38629,-2.0471,0,0.13212,-0.18971,2.0664,-0.22691,0,0.35759,0.78499,0.59967,1.5102,0.0044139,63.638,0.052236,2.5748,2.1983,0.50614,5160.9,0.095079,1.834,0.78191,-3.6284,0,-1.2838,-1.0542,0.55725,0.37491,-1.4874,0.61516,-0.23195,-0.23528,0.07799,0.54883,5.0504,0.65709,-0.12241,749.9,"Q2"
"MT0017667847",5.2386,19.479,2.8155,403200,0.809,5.2544,0.2536,1.5756,0.27579,4878.2,0.37304,9.3821,1.2051,10.567,0.51484,0.075689,4.3865,656.01,0.38843,11.397,0.49601,1.0435,0.25643,0.049978,3.0037,0.41943,5.7299,0.54436,5674.1,1.6887,0.051502,1.2945,0.11111,0.39273,4.3997,0.13401,4.8567,4094.9,184.72,2.4057,5.4755,1833.9,1.7524,1.5449,1.227,0.056613,800.56,0.14315,0.24374,2.1057,7,4.0017,0.1586,0.1888,0.076072,0.072317,0.15258,3.7024,1.4328,3.8089,0.80357,1.9564,0.29348,-0.027284,0.33333,0.1978,0.35853,3.8414,0.47466,0.88004,0.29564,0.48638,0.5394,1.8191,0.0043712,66.042,1.3096,1.8931,2.4223,0.455,3458.9,0.22994,2.6438,1.7503,-0.13852,0.4703,0.065852,-1.1465,0.51175,0.24168,-0.50124,2.6772,0.23257,0.033816,0.086681,0.69023,7.5409,0.59877,0.2825,558.32,"Q4"
"MT0017672677",5.8758,16.513,3.3353,399340,0.73793,4.9905,0.13057,1.4006,0.074783,4434.4,0.35618,16.096,1.6824,10.901,0.20569,0.053115,3.8514,590.54,0.29512,24.387,0.060335,1.2536,0.15115,0.058944,1.8963,0.38581,5.4029,0.58515,6008.3,1.5387,0.067226,1.898,0.13208,0.38963,5.7009,0.063658,5.0619,4157.8,96.499,1.8826,4.9295,824.63,1.7211,1.2689,0.9258,0.06356,729.35,0.12722,0.29737,2.0279,7,4.7382,0.10527,0.16044,0.078339,0.070747,0.16623,3.4607,1.2356,3.9727,0.66787,1.4398,0.27714,-0.35016,0.45455,0.1627,0.48094,2.5388,0.46857,0.86578,0.44771,0.6365,0.46724,0.78848,0.0020689,281.1,1.6754,1.7615,3.1147,0.39817,3740.2,0.17033,1.9589,1.2145,-0.34934,0.18414,0.65701,-0.27399,0.4388,0.20229,-1.0857,1.2163,0.32781,0.32818,0.11009,0.85156,6.6302,0.56977,0.57504,2095.9,"Q4"
"MT0017797643",3.4636,31.505,2.01,1033400,0.587,3.1064,0.16889,0.94699,0.1821,4294.5,0.45586,32.067,0.3867,7.4136,0.47994,0.056037,4.5071,810.79,0.47052,21.691,0.11753,0.68966,0.23167,0.041476,3.896,0.43909,4.9441,0.37308,6103.1,1.545,0.052687,1.298,0.13043,0.50154,4.0754,0.08732,4.276,4107.8,126.42,1.5794,4.5524,1615.9,1.3143,1.5432,1.2918,0.053203,581.35,0.12922,0.2165,1.3931,6,3.7573,0.24716,0.15863,0.091995,0.17112,0.1545,3.2416,1.1331,3.5208,0.70455,1.577,0.33885,-0.95817,0.4,0.15818,-0.1102,2.4338,-0.073297,0.7068,0.35768,0.67516,0.52672,1.9198,0.0091465,129.72,1.0368,1.9777,2.3329,0.53925,3139.5,0.23988,1.9391,1.8763,-1.3735,0.37156,0.46733,-0.14322,0.52159,0.30687,-1.3611,3.9968,-0.060853,-0.12372,0.054363,0.59835,5.4189,0.70769,0.039041,1834.7,"Q1"
"MT0018024152",2.8752,35.082,1.5456,1931600,0.34082,3.1541,0.24411,0.68389,0.12045,5614.6,0.48262,37.093,-0.49549,7.3523,0.2993,0.034901,2.8003,516.91,0.48302,9.2662,0.446,0.5822,0.094995,0.02761,3.6452,0.46044,4.9204,0.3012,6885,1.0276,0.039671,1.2875,0.088889,0.4924,4.0911,0.061327,4.3116,5101.3,80.482,2.2169,4.2803,749.24,0.92577,0.73197,0.9909,0.035674,148.68,0.084654,0.20423,2.2691,4,3.6706,0.49981,0.14774,0.11709,0.17221,0.19827,3.3905,0.73026,3.5431,-0.62448,0.66512,0.34356,-2.0011,0.2,0.14449,-0.14658,1.9737,-0.072615,0.95774,0.53474,0.70137,0.56103,1.8956,0.0075137,200.57,0.41948,1.5839,2.0862,0.51379,5108.7,0.14781,1.9926,0.99527,-2.6406,0.57374,-1.8414,-2.1492,0.50839,0.3018,-1.3983,1.7443,-0.090471,-0.0058402,0.052981,0.55738,5.7344,0.72103,0.022846,1138.9,"Q1"
"MT0018029465",4.0636,26.984,1.7863,558780,0.6683,3.6961,0.095873,0.95349,0.12371,4169.2,0.41151,28.257,1.2251,7.8367,0.59861,0.063685,6.676,805.08,0.47076,14.654,0.13378,0.63938,0.27966,0.033865,3.2439,0.44793,5.4584,0.30112,5594.1,1.9776,0.067527,1.5999,0.19512,0.49279,4.1151,0.088866,4.5968,4446.6,146.91,3.6085,4.8079,2190.4,1.3133,1.1978,0.87616,0.063479,336.86,0.12637,0.244,2.4682,5,3.9116,0.36158,0.18999,0.053444,0.10367,0.12955,3.2987,1.1963,3.3893,0.54761,1.7958,0.3122,-1.0615,0.54545,0.16858,-0.16639,3.073,-0.16217,-1.0489,0.42776,0.60376,0.51022,1.8291,0.0098614,113.2,1.1001,1.7624,2.4869,0.46141,3280.6,0.21744,2.4881,2.2446,-1.6795,0.40493,-0.65846,-0.44309,0.4849,0.31433,-1.0892,6.2667,-0.11022,-0.014457,0.079502,0.638,5.8921,0.64193,-0.22782,1526.3,"Q1"
"MT0018031959",3.441,35.301,1.4745,1411700,0.42916,2.264,0.21545,0.76962,0.13758,5157.3,0.4873,36.346,0.035259,6.0857,0.66512,0.036946,3.3604,586.05,0.52402,9.944,0.37227,0.62943,0.10514,0.030818,3.1436,0.456,4.7955,0.26623,6717.9,1.5484,0.043784,1.8871,0.14894,0.51317,3.8483,0.074318,4.1099,4665.4,106.06,3.3394,4.1477,1421.8,0.97483,1.0314,1.1062,0.041321,320.04,0.094285,0.20561,2.7601,4,3.5688,0.49903,0.15559,0.093324,0.27851,0.19503,3.2003,0.79699,3.2389,0.55479,0.93117,0.37197,-1.6286,0.42857,0.14273,-0.26296,2.3215,-0.2327,1.0811,0.37345,0.76051,0.58143,1.8291,0.010451,244.29,0.72097,1.384,2.1606,0.52406,4518.1,0.18309,1.9695,0.91523,-2.2261,0.73913,-1.1636,-1.4591,0.51294,0.28125,-1.3644,4.6818,-0.21881,-0.043036,0.084712,0.61677,5.1148,0.70308,-0.19513,1676.7,"Q1"
"MT0018450519",3.7361,28.386,1.6207,942530,0.54787,3.0984,0.20139,0.82834,0.23802,5143.2,0.44312,29.619,2.5434,7.2471,0.96442,0.064539,5.6259,757.93,0.42908,19.315,0.38201,0.74064,0.22921,0.049617,1.6721,0.42043,5.0751,0.33655,5545.6,1.5815,0.07029,2.7766,0.21311,0.42988,4.5377,0.1137,4.6555,5000.3,146.47,3.1836,4.6506,1458.6,1.3458,1.7966,0.94071,0.053563,284.96,0.12616,0.3697,1.5269,5,4.4201,0.41718,0.17574,0.11424,0.159,0.16742,3.4897,1.1408,3.7486,0.47098,1.2637,0.30912,-0.1496,0.38462,0.16039,0.12249,3.5092,0.31908,1.0907,0.34894,0.50543,0.42199,2.0619,0.0016319,93.499,2.7001,1.5829,2.3737,0.40647,4579.8,0.21454,2.2391,1.3654,-0.42715,0.78139,-0.78788,-0.52116,0.43391,0.28128,-1.0093,2.8282,-0.0080025,0.13961,0.084109,0.77709,5.3007,0.65945,0.17701,1223,"Q1"
"MT0018617125",6.6622,7.5402,2.2226,160720,0.5042,4.3936,0.072392,1.319,0.044147,4675.2,0.38944,11.092,3.2856,10.287,0.56535,0.039634,5.1282,239.31,0.38352,13.909,0.18216,0.86434,0.32468,0.059861,1.6721,0.32645,5.7397,0.42903,5212.6,2.6702,0.06802,2.7685,0.45652,0.39447,4.7983,0.062376,4.796,4353.5,128.6,7.5904,5.8815,930.25,1.2622,1.7966,0.77074,0.047307,208.72,0.076418,0.27242,2.2065,7,4.8948,0.29054,0.18194,0.091484,0.088465,0.14558,3.6242,1.1285,4.0634,0.61925,1.7293,0.24262,0.31935,0.42857,0.15242,0.24596,3.3188,0.40115,2.1271,0.38951,0.59912,0.42025,1.9954,0.0060287,89.376,2.0922,1.9149,2.9325,0.37586,4138.4,0.10781,2.5309,2.3933,-0.9297,0.32474,-1.926,0.083759,0.40545,0.20411,-0.37087,1.4556,0.33533,0.30166,0.047567,0.82928,5.0218,0.6246,0.46712,1526.9,"Q1"
"MT0018651126",4.3775,29.596,2.5085,794430,0.51017,3.716,0.11203,0.99822,0.12276,4762.8,0.44326,30.079,0.9,8.0586,0.16628,0.055017,5.7496,716.22,0.3762,13.282,0.30403,0.6386,0.19955,0.041205,4.1134,0.43452,5.0597,0.28928,5499.9,2.015,0.049733,2.6087,0.15686,0.4357,4.7734,0.089084,4.5947,4313.2,130.88,2.7886,4.7091,1453.3,1.0149,1.098,0.96004,0.04905,429.37,0.10677,0.18345,2.5684,6,4.3422,0.11641,0.17155,0.096732,0.11892,0.14691,3.5062,0.88585,3.7031,0.39121,2.3279,0.27634,-0.83845,0.4,0.15837,0.1535,3.0822,0.17334,1.0214,0.53164,0.63048,0.4984,1.164,0.009766,62.011,0.82915,1.8247,1.9893,0.49069,3680.5,0.18463,2.0953,1.5008,-1.6632,0.61349,-0.63569,-0.46123,0.47975,0.22806,-1.0943,3.4545,0.19497,0.013138,0.034195,0.7706,5.1933,0.66039,0.29091,1301.7,"Q1"
"MT0026158301",4.0084,32.477,2.0891,1794800,0.65614,5.3898,0.23114,1.0388,0.18143,5183.3,0.30565,33.679,0.56098,10.243,0.43266,0.057418,3.3935,935.96,0.32117,14.294,0.29153,1.0082,0.16915,0.053864,3.1457,0.41861,6.5117,0.57964,6746.3,1.609,0.079057,1.804,0.17241,0.3904,5.1456,0.084293,5.4658,4454,109.51,2.9944,4.8913,1248,1.7521,1.498,0.90598,0.067854,461.49,0.1333,0.22446,2.5834,6,4.8127,0.28226,0.19716,0.081797,0.082694,0.19634,3.7863,1.388,4.1026,0.16485,1.8971,0.3261,-1.0193,0.14286,0.20855,0.2983,2.9546,0.64643,0.67824,0.42884,0.62942,0.50636,1.7639,0.0070798,95.056,1.211,1.3013,3.2475,0.42991,4290.9,0.27912,2.8188,1.0996,-1.6285,0.71022,-0.95226,1.1434,0.41195,0.18731,-1.0503,2.4917,0.43902,0.34242,0.16652,0.7779,8.4914,0.59393,0.5779,1198.5,"Q1"
"MT0026330298",7.6388,7.9789,2.4643,59524,0.81233,5.7989,0.058768,1.3227,0.037724,4541.2,0.4131,-4.5395,1.6959,10.838,0.26605,0.052931,6.2231,291.15,0.30849,15.829,0.035533,0.98128,0.40392,0.074682,2.0734,0.26584,6.1988,0.65135,5214.3,1.9118,0.05831,5.2306,0.17241,0.24848,5.4984,0.067806,5.5423,4283.5,120.84,4.3733,5.4549,889.54,1.3604,0.93159,0.54252,0.051162,330.45,0.086951,0.46172,2.8071,7,4.9883,0.24093,0.17912,0.060839,0.053307,0.1313,4.4037,1.0778,4.6622,1.9873,1.297,0.24523,-0.29368,0.5625,0.12192,0.99733,3.1972,0.90091,1.6328,0.87708,0.49477,0.31191,1.2637,0.0020873,155.51,1.7597,1.4628,2.011,0.33874,4142.7,0.13119,3.0419,2.246,-0.68165,0.059417,-0.64142,0.76527,0.25407,0.13212,-0.79509,1.2896,1.0293,1.0647,0.11323,0.84151,5.3437,0.48134,0.42751,978.68,"Q3"
"MT0026520343",2.8161,35.631,1.373,1328100,0.26689,2.3249,0.18911,0.90829,0.091367,4999.4,0.55473,20.013,-0.29965,6.5891,0.54916,0.029414,2.7385,327.23,0.53798,0,0.32368,0.63736,0.09221,0.025368,4.4538,0.46288,3.9517,0.25594,5901.4,0,0.034458,0,0.035714,0.56806,3.6718,0.048022,3.6999,4357.9,88.002,0,4.2408,777.4,0.89946,0.89261,0,0.03341,0,0.079265,0.14374,0,4,3.4188,0.38334,0.12152,0.10346,0.20893,0.17836,2.968,0.66856,3.1726,-0.55486,0.34323,0.33635,-1.4634,0.5,0.11164,-0.22109,1.9826,-0.35799,0,0.45611,0.73842,0.60473,1.4416,0.0151,47.376,0.73156,1.2096,1.5018,0.51472,4205.2,0.13063,1.3616,1.0377,-3.4648,0,-0.55919,-1.2711,0.59563,0.37305,-1.4189,0.6541,-0.38229,-0.28253,0.15188,0.59152,4.4501,0.64729,-0.26769,1379.2,"Q2"
"MT0026608644",5.3825,15.546,2.1952,531670,0.64093,3.9829,0.12209,1.1974,0.096971,4847,0.32083,18.275,0.91648,8.0893,0.36581,0.051015,4.524,655.23,0.39827,19.949,0.23173,0.96418,0.19819,0.046238,2.1403,0.42215,6.3576,0.40276,5400.8,3.0324,0.054886,2.0829,0.42857,0.40067,4.7496,0.081793,4.8514,4178.5,89.558,3.8437,5.3238,630.67,1.2433,1.2643,0.51313,0.042247,346.76,0.11871,0.25263,1.8309,6,4.5109,0.28552,0.19126,0.075115,0.10261,0.15082,3.6573,0.92792,4.137,0.91845,1.3302,0.28364,-0.83485,0.25,0.17793,0.18287,2.4171,0.34364,1.272,0.71324,0.62467,0.4214,1.297,0.001683,74.048,0.88572,1.2109,3.737,0.44306,4141,0.18617,2.6067,1.6386,-1.4095,0.4313,0.47359,0.17459,0.42341,0.27671,-0.8357,0.9161,0.070215,0.21862,0.018959,0.83128,7.0524,0.6637,0.26037,1430.5,"Q4"
"MT0026690204",7.3092,1.1972,2.3768,189910,0.91756,6.893,0.092002,1.1643,0.064796,4782.5,0.33092,-3.9214,1.1411,11.414,0.3089,0.040484,2.9932,281.06,0.26675,20.488,0.18443,0.99978,0.3965,0.06987,2.3132,0.32091,6.4724,0.6044,5833.3,2.7258,0.073298,4.69,0.21667,0.28739,5.605,0.061641,6.413,4397.6,137.08,2.7627,5.7031,925.65,1.4477,1.2359,0.54769,0.065539,476.91,0.10078,0.24809,1.9747,7,5.2654,0.20383,0.21853,0.072836,0.037107,0.14025,4.1996,1.2261,4.6994,0.65424,2.2996,0.2397,-0.011125,0.4,0.17276,0.70356,3.3186,1.0288,0.85788,0.4259,0.49944,0.36285,2.0594,0.0033882,125.69,1.324,1.6593,3.784,0.35987,4323.2,0.12559,2.9597,2.8248,-0.40386,0.74199,0.44173,-0.027012,0.28773,0.1592,-0.64831,0.99457,0.63334,0.88728,0.12494,0.85304,7.9685,0.50021,0.94407,765.74,"Q3"
"MT0026727455",2.6044,31.04,1.8638,1579700,0.61039,2.3183,0.38682,1.0253,0.30193,5506.8,0.37094,14.689,1.5574,7.6035,0.78879,0.070346,3.108,851.93,0.4011,10.051,0.53053,0.69486,0.11498,0.057494,1.8624,0.42695,5.5475,0.33755,6781.9,1.6639,0.054168,2.6585,0.2,0.46772,4.4653,0.070228,5.4016,3970,198,1.434,5.0102,1890.7,1.6272,1.4403,0.86795,0.065006,766.42,0.15685,0.25428,1.2821,6,4.3345,0.3034,0.18365,0.091588,0.19582,0.16756,3.3481,1.4411,3.4883,0.31382,1.8177,0.30865,0.036787,0.57143,0.15983,0.023565,3.9463,-0.00081904,0.25331,0.22481,0.58503,0.47959,2.2978,0.0041309,158.77,2.0538,2.5988,2.6977,0.40996,4717.1,0.27245,2.3613,1.0581,-0.69371,0.66124,0.30157,-0.25214,0.49271,0.21412,-0.80403,2.7441,-0.13272,-0.01846,0.081595,0.75525,5.3758,0.63012,0.29073,1339.4,"Q1"
"MT0026753600",4.3202,35.953,2.3027,708380,0.29519,2.2656,0.10489,0.86977,0.068768,4646.1,0.4915,34.599,-0.7075,6.7281,0.034282,0.025649,4.3529,323.63,0.53936,26.76,0.28535,0.59013,0.11263,0.027241,4.9993,0.45225,4.6801,0.24056,5338.5,2.1221,0.042437,2.3156,0.064516,0.53978,3.7106,0.057348,3.9935,3305.9,56.65,1.3802,4.0116,361.12,0.78663,0.68587,1.1925,0.038487,586.9,0.061412,0.17413,1.9997,5,3.8491,0.16358,0.13722,0.084928,0.23354,0.16311,3.1435,0.69874,3.5122,0.35709,2.7083,0.39094,-3.5501,0.5,0.12712,-0.072096,1.5828,0.029596,0.14098,0.32959,0.73998,0.53513,1.6455,0.014874,244.33,-0.029472,2.0138,2.1019,0.53263,3799,0.10158,1.7442,1.2031,-3.4848,0,-1.2216,-1.3684,0.54374,0.34396,-1.7253,0.20461,-0.13458,-0.23183,0.090847,0.71065,4.9723,0.69399,-0.15128,1740.9,"Q1"
"MT0026753827",3.8508,32.244,2.2829,1170500,0.25164,2.0074,0.18602,1.0578,0.075634,5608.4,0.49248,16.999,-0.50483,5.7012,0.13718,0.023387,2.9009,284.32,0.49419,13.446,0.45467,0.54704,0.093978,0.025675,3.449,0.45583,4.6246,0.18759,6782,1.7107,0.031436,2.08,0.12,0.53395,3.9115,0.054035,4.024,4481.5,83.767,2.1877,4.1317,664.76,0.74394,1.166,0.58033,0.04418,255.39,0.065499,0.19212,1.7352,5,3.6583,0.22954,0.14946,0.11636,0.25461,0.1978,3.1657,0.66419,3.3851,0.0065852,1.7491,0.36871,-2.3292,0.33333,0.13372,-0.11048,1.9255,-0.075058,0.91642,0.26454,0.73698,0.5144,1.4061,0.0080647,103.77,1.1976,1.0508,2.1515,0.4592,4501.9,0.11641,1.912,0.93494,-2.4913,0.48381,-0.82204,-0.51794,0.53985,0.32601,-1.5655,0.40837,-0.1969,-0.053082,0.032552,0.68608,5.1798,0.6431,-0.072829,2226,"Q1"
